66,139,T2
66,181,T2
66,197,T2
69,137,T2
78,173,T2
78,193,T2
78,239,T2
81,139,T2
83,157,T2
83,181,T2
83,197,T2
84,149,T2
84,163,T2
84,277,T2
84,283,T2
90,151,T2
90,181,T2
90,199,T2
92,157,T2
92,163,T2
92,199,T2
66,139,T3
66,181,T3
66,197,T3
69,137,T3
78,173,T3
78,193,T3
78,239,T3
81,139,T3
83,157,T3
83,181,T3
83,197,T3
84,149,T3
84,163,T3
84,283,T3
90,151,T3
90,181,T3
90,199,T3
92,157,T3
92,163,T3
92,199,T3
69,137,deep1000000
69,137,deep1000000
81,139,deep1000000
81,139,deep500000
